日期类型,半小时序号,东向西-直行,东向西-左转,东向西-右转,西向东-直行,西向东-左转,西向东-右转,南向北-直行,南向北-左转,南向北-右转,北向南-直行,北向南-左转,北向南-右转,原始聚类,连续化聚类,时段编号
工作日,0,11.984162034569406,2.749612934338435,7.4836163354399865,10.901213171577124,4.2847014337482285,1.6322672128564677,10.914268908386843,1.5636488407431006,1.3916474682613598,16.769533214465323,6.453275728066567,5.255451927033329,1,1,1
工作日,1,11.253482208312187,2.5998984943326002,5.798793210398692,9.36612702366127,2.978829389788294,2.291407222914072,9.245690122519786,1.5312262821207852,0.918735769272471,11.896202096580168,5.423268602852724,4.810964083175803,1,1,1
工作日,2,11.748353096179182,2.286166007905138,6.9220026350461135,9.738058551617874,3.651771956856702,0.9738058551617873,8.548080520841127,0.8189777744518447,0.5459851829678964,13.154362416107384,4.360957105339948,3.7890283046396265,1,1,1
工作日,3,9.317073968659013,2.2743481532371512,5.582490921582099,8.376843495487561,2.743121285494167,1.0618534008364515,8.476498237367803,0.8222352787570181,0.6577882230056143,11.257102726169956,4.843516567707336,4.07329374960097,1,1,1
工作日,4,7.615791743442975,1.287176069314306,5.966597404634022,7.625316455696202,2.4303797468354436,1.9443037974683548,7.915698639230003,1.2396282774643212,0.6272817789578494,9.123707487230599,3.7419127112661434,2.743075453677173,1,1,1
工作日,5,7.057065217391305,1.4913043478260868,4.234239130434783,7.663942798774259,1.8845760980592443,1.6332992849846781,6.739529317909853,0.5195053849222178,0.3931392102114081,7.923716210305312,3.422928877613507,3.1316157816464,1,1,1
工作日,6,6.4767080745341605,1.6431394692264256,4.532326369282892,5.97758405977584,1.9925280199252802,1.1207970112079702,6.448403391665164,0.6555114558903121,0.2439112394010463,8.76138568892192,3.9627978033775126,2.4497295511788266,1,1,1
工作日,7,6.350821026541361,1.1923990498812351,3.369823401838273,4.623147777332799,1.037244693632359,1.0668802563075692,6.099008065263743,0.8195049596736813,0.47279132288866227,7.745571658615137,3.038647342995169,2.0853462157809983,1,1,1
工作日,8,5.670120998089503,0.7104729925316968,3.8802755745961908,4.383116883116884,1.5827922077922076,0.8522727272727273,5.907760263294648,0.48198510306599684,0.5232981119002251,6.820767807585569,2.88222710453284,1.644831174838113,1,1,1
工作日,9,4.0992700729927005,1.629197080291971,3.2715328467153286,3.8712121212121215,1.6590909090909092,1.106060606060606,6.007086764987551,0.45393602758092316,0.4085424248228308,6.549391069012178,2.5155615696887685,1.9350473612990526,1,1,1
工作日,10,5.086136177194422,1.1189499589827727,3.2296964725184583,4.177807486631017,1.1697860962566844,1.470588235294118,5.846530377195507,0.6099433726845187,0.28265668490258183,5.594115329042427,2.213056613687114,2.3667411007487194,1,1,1
工作日,11,4.319273199221285,0.5939000648929266,4.130304996755354,4.628745556119858,0.5038090401218893,0.5038090401218893,4.44341970428927,0.42760942760942755,0.6507099985360856,4.559748991483639,1.8943074854325415,1.6763783056925146,1,1,1
工作日,12,3.0569200132758048,0.616993030202456,3.6739130434782608,3.585454545454546,1.3257142857142858,0.3615584415584416,6.643187800671689,0.4966869383679767,0.2949078696559862,3.9302953733554062,2.2614794807005314,1.5908338415962362,1,1,1
工作日,13,4.3062863472722235,0.5538631957906397,3.83550263085018,2.6623376623376624,0.3993506493506493,0.6655844155844156,5.445162034367432,0.15338484603851918,0.184061815246223,6.165899985161003,1.4687639115595787,0.8870752337142008,1,1,1
工作日,14,4.185829307568438,0.8979066022544283,3.8293075684380034,3.1818181818181817,0.3409090909090909,0.5681818181818182,3.917422583672193,0.1263684704410384,0.3475132937128558,4.487256371814093,1.3830584707646176,1.260119940029985,1,1,1
工作日,15,2.9175475687103596,0.9133192389006343,2.169133192389006,3.3454545454545457,0.43636363636363634,0.5818181818181818,3.836354885287983,0.17295042515642542,0.2515642547729825,4.26230179028133,1.8561636828644499,1.1858823529411764,1,1,1
工作日,16,3.4923088997017744,0.46052425051012397,3.134123371527233,2.882352941176471,1.6470588235294121,0.4705882352941177,3.8938618925831205,0.5035166240409208,0.16783887468030692,4.0759725400457665,0.7350114416475972,1.536842105263158,1,1,1
工作日,17,3.0070193818753275,0.42577265584075435,2.088947092718701,1.6071428571428574,1.0714285714285716,0.32142857142857145,4.397740706685932,0.6840929988178118,0.3094706423223434,3.9968704593718565,1.0824857494132112,1.3989046607801499,1,1,1
工作日,18,2.144927536231884,0.5644546147978642,2.116704805491991,1.466768525592055,1.5584415584415583,0.6111535523300229,3.878389218674796,0.31092571795283164,0.245467672068025,5.768115942028985,2.154356556661428,0.7297014143530645,1,1,1
工作日,19,1.7753623188405798,0.7101449275362318,1.7753623188405798,2.6936026936026938,0.8080808080808081,0.13468013468013465,3.8490566037735854,0.3179655455291222,0.267760459392945,4.659151905528717,1.615673644659152,1.333870101986044,1,1,1
工作日,20,1.968718610991534,0.5062419285406802,1.7859090256851773,2.368214519293656,1.3342053629823414,0.933943754087639,5.8614819350887934,0.68156766687079,0.36999387630128594,4.710715508387538,1.256190802236677,1.5113545589410022,1,1,1
工作日,21,2.2122328666175384,0.11643330876934412,1.1061164333087692,3.103030303030303,2.0255892255892256,0.6895622895622896,4.104567969179967,0.12713263621353874,0.0726472206934507,5.753839498161368,1.2740644603071598,1.2329656067488641,1,1,1
工作日,22,2.52212389380531,0.2359882005899705,2.24188790560472,1.6363636363636365,1.4545454545454546,0.36363636363636365,4.270687237026648,0.23562412342215988,0.05890603085553992,6.8907987866531855,1.3464779238287834,1.980114593865858,1,1,1
工作日,23,1.6376811594202898,0.46376811594202894,1.7246376811594202,2.302158273381295,1.2374100719424461,0.460431654676259,3.6877768662838393,0.1493027071369975,0.11944216570959798,6.042043056141832,1.7982271000422119,1.4205994090333474,1,1,1
工作日,24,1.664482097186701,0.2845268542199488,1.9205562659846547,2.630637079455977,0.8418038654259127,0.9821045096635648,3.910937264931548,0.14593049496013236,0.1605235444561456,6.604118993135011,1.8741418764302058,1.6956521739130432,1,1,1
工作日,25,1.339464882943144,0.1204013377926421,2.8444816053511706,2.723320158102767,0.4110671936758894,0.4110671936758894,3.295194508009153,0.137299771167048,0.21967963386727685,7.243037467441395,1.859046283309958,1.3761771188138647,1,1,1
工作日,26,1.4285714285714288,0.12422360248447208,1.708074534161491,2.6370176586003926,2.1765860039241334,1.0045781556572924,3.105281919135971,0.16242911847574878,0.12359331021436695,8.234448160535118,3.1707357859531777,0.8991638795986624,1,1,1
工作日,27,1.6913521261347346,0.2866698518872432,1.9350215002388917,3.624078624078624,1.5945945945945945,0.14496314496314494,3.817660936973374,0.14256825075834173,0.12672733400741482,8.979754397610355,2.8755393295718554,1.3620975771656156,1,1,1
工作日,28,1.970578620464204,0.4027459954233409,3.3658058188950633,3.4364588291289864,2.893860066634936,0.5787720133269872,4.692627599243856,0.08771266540642719,0.26313799621928163,9.445438282647585,3.644707163412927,1.2576806408960102,1,1,1
工作日,29,2.0170841731452156,0.8522890872444573,3.56540934830598,4.338891877353415,1.5922538999462075,0.7961269499731037,5.317089777259021,0.3807995331193464,0.6064585157085886,11.037571261762483,3.7486091077683907,1.6920805000343428,1,1,1
工作日,30,2.5897095120561993,0.5012340991076514,6.474273780140498,3.492239467849224,2.4390243902439024,0.886917960088692,5.467796187865952,0.11598355550018684,0.1988289522860346,10.124284199363734,3.0769883351007423,2.059597030752916,1,1,1
工作日,31,3.7272626441881096,0.5734250221827861,5.91670363797693,2.042577675489068,2.1242807825086305,2.2876869965477558,9.00223978919631,0.3888010540184453,0.4785243741765481,16.608268137317772,2.487024924116113,2.3394895472617674,1,1,1
工作日,32,4.667110645989915,0.38892588716582627,7.6396156407573015,4.146067415730337,2.831460674157303,2.0224719101123596,10.63961813842482,0.6730310262529833,0.6873508353221958,16.431550596383225,2.7638322431704507,2.1959215082724124,1,1,1
工作日,33,6.229951690821256,1.0568668046928915,10.234920634920636,3.8781818181818184,2.1545454545454543,1.1490909090909092,14.700764895330112,0.42045088566827693,1.0961755233494366,18.416436290525258,4.132822317165116,2.537697914048756,1,1,1
工作日,34,7.419880647911339,1.0599829497016198,9.302745098039217,5.020754165448699,3.137971353405437,2.1140017538731364,16.45020222446916,0.4175935288169868,1.0887259858442873,16.97339390006489,3.668242637742962,1.2279286795834492,1,1,1
工作日,35,8.177744585511576,1.3653277916680195,9.500405883689968,5.038292896813797,3.6246711487869048,2.609763227126571,17.857670221493027,0.42302433688815966,0.9366967459666394,16.30733581315934,4.477834014269163,3.040917129093238,1,1,1
工作日,36,9.181685064203648,2.198242847488173,14.489637305699482,8.995035096730014,4.65588084232152,3.1672658791302855,19.694565913711944,0.3222014873408907,0.9397543380775979,18.994616009752132,5.52092645266152,3.6148923201950423,1,1,1
工作日,37,13.376567725752508,2.62876254180602,18.168582775919734,11.842572062084257,4.1086474501108645,3.8669623059866964,22.392050542234603,0.60630783006666,1.088598149437867,28.903598823935223,5.496624562671441,6.4693418307846455,1,1,1
工作日,38,20.783685701575706,3.4552223080705207,24.369787642527687,20.808527755430408,5.462590506838295,2.3652453740949317,37.10574377415656,1.026743873260374,1.7805558308439398,35.94405764642875,9.6927795900482,5.884901893957837,2,3,2
工作日,39,41.10425936044545,7.802669580828975,36.310462363073405,53.094690790449356,6.81781106332493,4.63295269168026,50.01223026189409,1.1882243708778895,3.1908497150541075,46.39538354392597,13.070341259576162,9.882101283454382,2,3,2
工作日,40,55.40874848240093,11.03137810695073,41.342482106300515,53.14596620185205,8.023492955716499,3.92144993334054,53.46613916686061,1.2496483896753043,3.023342878246704,52.828666572862446,13.56080859246752,9.262698747713522,3,3,2
工作日,41,58.19210155759191,15.938788154502719,55.69519724442711,31.330319772308723,10.1650761761259,5.4136949606562865,67.1262149635842,1.1230898256455528,2.663738689031119,60.88643493163444,9.116083603442494,12.084437986662198,3,3,2
工作日,42,51.543940795559664,13.654024051803887,56.01942645698428,19.915684718236765,16.961963489834545,6.667806337383235,81.66982350408954,1.5092696226144355,2.299167742861243,75.69106044817991,10.235998671720237,19.116419140969416,3,3,2
工作日,43,48.535501129932584,9.106097772970466,59.48883587970563,20.984242424242424,22.576796536796536,5.62077922077922,90.05160777328966,2.156184599726472,1.6617728443751787,78.15335968379448,16.496442687747034,30.828458498023718,3,3,2
工作日,44,49.399882397703294,5.44733838331431,62.631040088547614,22.684206535749485,17.10432936538024,3.938736826142998,94.87295397370481,3.4702352081433627,1.7872456007605302,73.55302526013384,16.806642609396352,28.596853869600256,3,3,2
工作日,45,36.174464273410045,2.662440570522979,34.20657341693654,14.441474519018946,6.736965780584521,1.0033778822147157,62.6896270541468,3.8009785156913596,1.3789596475531445,32.884539603310124,14.447274399054251,25.233403388939973,2,2,3
工作日,46,26.445294958154726,1.8248622167789346,17.07766891202286,12.861244019138754,5.78755980861244,1.7148325358851677,43.67290192113246,2.622345803842265,1.1830131445904954,23.252594606393746,9.296330839600738,19.016291945309867,2,2,3
工作日,47,28.514579191517566,1.8687872763419484,16.616633532140494,12.952710966163885,8.707704851202609,2.6123114553607834,48.18820749906517,2.87690791039195,1.5001019818472314,23.58233300786859,8.616621675951984,16.844523577048992,2,2,3
工作日,48,29.693224453762962,2.595453542264401,16.406974177885676,16.38752488387525,8.904445919044461,3.344392833443928,42.680968223012506,2.0730755994034644,1.4633474819318575,18.430874450415242,11.286583470266908,15.847759470622197,2,2,3
工作日,49,27.406602746275,2.5742742556638603,21.410427345887225,16.531555807686853,10.183803715784995,2.557367749255425,42.72705314009662,2.6557165861513687,0.8780998389694041,25.767022860481333,8.322402517856807,15.780139839053165,2,2,3
工作日,50,32.89897159148762,3.498584665512677,29.124182873434478,20.467294302245758,14.575855643816807,5.411395508482887,58.56253120022821,3.0504908835904634,1.430456177050895,39.48245211269264,14.108948775003238,15.973816503608473,2,2,3
工作日,51,44.57815067566262,6.230917444790278,40.582236227373194,38.659706391902986,20.360080240722166,10.616577003738488,79.76047876660894,3.6302891909702533,2.4353189989425448,60.94020216782365,19.67409572524662,18.777006454755814,3,3,4
工作日,52,47.1689604539459,6.189592095766657,39.85883875463528,32.22983354673496,19.1606914212548,11.518565941101151,79.06922156423552,4.361388113282809,3.0041729311773193,67.69663630169825,16.275013247874032,22.550089580862505,3,3,4
工作日,53,35.51904578684109,8.007340101222363,35.95187498150176,36.4352310648195,14.628779451916271,10.390534937809688,77.02757437070937,3.516636155606408,3.325354691075515,61.92301045594905,17.718205140227607,18.489219186432052,3,3,4
工作日,54,39.435203269132536,6.907184279318529,31.13587332111415,34.14665304036791,15.67798578529289,11.538997537975565,66.00998620444128,4.4749944372747095,4.123715010457923,55.386222290856516,18.531257458129186,17.908607207536043,3,3,4
工作日,55,40.67639980747634,6.1719586365824135,32.45598938202821,31.881307339449542,13.98191201000834,9.682235195996665,69.83624750302104,3.499132736524534,4.099402369150082,54.46690955076478,16.6972329278574,14.79237926050825,3,3,4
工作日,56,41.177404820905615,7.477359765712998,31.519148456859654,29.12791145862012,12.146577831617202,7.998237982489951,64.56506167926781,3.323517707918822,4.111420612813371,54.5415411106328,19.421007318123117,15.820060266896258,3,3,4
工作日,57,37.321559230815744,7.258057688819012,30.50733960210437,34.60175953079179,13.181622678396872,6.943890518084067,71.12600790513834,3.6423399209486167,4.101217391304348,56.14139091652007,18.49720209981024,16.01358089671316,3,3,4
工作日,58,34.178019913013166,7.22233167138982,32.07790928516223,41.03217821782178,12.855310531053105,8.385238523852387,74.05623127093249,3.1324197763624797,5.463522865748511,55.56832105362588,21.01919547674952,16.760309556581113,3,3,4
工作日,59,38.445249195850955,7.332740612237522,31.874184104955006,31.077828646173973,11.883584041857425,7.220405493786788,73.92837103140009,2.4253356369573145,4.776728114251296,54.78613793441498,20.925675912245197,17.02731658812243,3,3,4
工作日,60,37.74906941939445,7.242027706358648,28.269772439464294,33.169470201761335,13.64274730907227,9.460509761893668,64.97365915582354,3.5846535205468877,5.0069047149339125,52.4950503684968,18.135188173215298,17.28280493654878,3,3,4
工作日,61,39.16388181281753,10.471626153159766,29.451448555761846,35.223732057416264,12.82909090909091,5.401722488038278,63.68391206882803,3.8930188461913326,4.51002560671977,50.09682268634062,21.76480289563174,14.703591809331991,3,3,4
工作日,62,36.63799038970263,10.08573892750241,30.45018372627322,35.06726995706173,13.581790479708205,7.532757745048247,61.166701702753834,3.0953926022063594,4.8683404776485,49.545385202135776,24.143126536147133,16.44192304432579,3,3,4
工作日,63,40.9744807445618,11.207129015529901,28.60099893556047,34.74476627473473,12.655004301692001,6.3275021508460005,62.2640484645916,3.32233131397535,5.413620221433048,52.12041576254387,23.220130461571433,17.31162768892818,3,3,4
工作日,64,48.73138484579024,12.068750877521412,33.41725558103618,40.56088001011506,15.394107978252624,6.226830193450499,59.57229292718548,3.3006467765491343,7.127060296265387,51.611338422118784,24.311189514776707,19.990515541365387,3,3,4
工作日,65,45.74892178575591,9.590861405758247,30.747173330224967,33.37660232797997,14.570797112126126,6.8707823780757336,61.17939900106444,4.023035563197686,4.710608913998745,48.4219816161958,22.521851914509675,20.44747081712062,3,3,4
工作日,66,42.767219872727026,9.789932894859719,30.529803754152386,34.54268292682927,12.632113821138212,7.82520325203252,59.9799893631166,2.817264041635801,4.028833551769331,45.48934672629958,23.321423858054107,18.88488158955935,3,3,4
工作日,67,43.69073746619513,11.270048887039733,31.0826919076347,36.76269945835163,12.9433465085639,6.112135851266287,62.6122640234287,3.483379139445822,5.121748141473304,49.78241471998227,26.527177376894723,19.646929642253443,3,3,4
