time,temperature
0.0,25.0
0.5,25.000000000000284
1.0,25.00000000000096
1.5,25.000000000002572
2.0,25.000000000006413
2.5,25.000000000015575
3.0,25.000000000037428
3.5,25.00000000008955
4.0,25.000000000213866
4.5,25.000000000510386
5.0,25.00000000121765
5.5,25.000000002904635
6.0,25.000000006928467
6.5,25.000000016526204
7.0,25.00000003941895
7.5,25.000000094023278
8.0,25.00000022426688
8.5,25.000000534927548
9.0,25.000001275926078
9.5,25.000003043393118
10.0,25.000007259311655
10.5,25.00001731587459
11.0,25.000041306757876
11.5,25.000098551629023
12.0,25.00023521435975
12.5,25.000561873082074
13.0,25.001344931738487
13.5,25.003234784226194
14.0,25.007865348231338
14.5,25.01954414060257
15.0,25.04975140455352
15.5,25.124198988154458
16.0,25.291041180737786
16.5,25.63215002572109
17.0,26.240826950239818
17.5,27.151460119483275
18.0,28.303185534665012
18.5,29.596382118725003
19.0,30.954341634366564
19.5,32.33455430804348
20.0,33.71690620825363
20.5,35.09257191452266
21.0,36.457838622758786
21.5,37.81120708132608
22.0,39.15211811711865
22.5,40.480408256644104
23.0,41.79607963891403
23.5,43.0992032292221
24.0,44.389878190207554
24.5,45.66821484446608
25.0,46.934327536214845
25.5,48.18833164453359
26.0,49.430342337345444
26.5,50.6604740551855
27.0,51.87884030088054
27.5,53.08555355742425
28.0,54.28072525954064
28.5,55.46446578769873
29.0,56.63688447148319
29.5,57.79808959683121
30.0,58.94818841483447
30.5,60.08728715114226
31.0,61.21549101556194
31.5,62.33290421168788
32.0,63.439629946489
32.5,64.5357704398256
33.0,65.62142693388414
33.5,66.69669970252555
34.0,67.76168806054551
34.5,68.81649037284703
35.0,69.86120406352538
35.5,70.89592562486638
36.0,71.92075062625864
36.5,72.93577372302052
37.0,73.94108866514276
37.5,74.93678830594742
38.0,75.92296461066404
38.5,76.89970866492382
39.0,77.86711068317244
39.5,78.82526001700252
40.0,79.77424516340636
40.5,80.71415377294969
41.0,81.64507265786736
41.5,82.56708780008144
42.0,83.48028435914281
42.5,84.38474668009665
43.0,85.28055830127276
43.5,86.16780196200136
44.0,87.04655961025509
44.5,87.91691241021795
45.0,88.77894074978175
45.5,89.63272424797108
46.0,90.47834176229694
46.5,91.31587139604032
47.0,92.14539050546597
47.5,92.96697570696722
48.0,93.78070288414246
48.5,94.58664719480392
49.0,95.38488307791943
49.5,96.1754842604878
50.0,96.95852376434844
50.5,97.73407391292572
51.0,98.50220633790913
51.5,99.26299198586919
52.0,100.0165011248103
52.5,100.7628033506609
53.0,101.50196759370147
53.5,102.2340621249311
54.0,102.95915456237323
54.5,103.67731187732092
55.0,104.38860040052255
55.5,105.09308582830823
56.0,105.79083322865775
56.5,106.48190704721036
57.0,107.1663711132171
57.5,107.84428864543632
58.0,108.51572225797261
58.5,109.18073396606007
59.0,109.83938519179016
59.5,110.49173676978475
60.0,111.13784895281502
60.5,111.77778141736655
61.0,112.41159326915114
61.5,113.03934304856594
62.0,113.66108873610045
62.5,114.27688775769174
63.0,114.88679699002834
63.5,115.49087276580364
64.0,116.08917087891885
64.5,116.68174658963625
65.0,117.2686546296832
65.5,117.84994920730726
66.0,118.42568401228303
66.5,118.995912220871
67.0,119.56068650072916
67.5,120.12005901577736
68.0,120.67408143101542
68.5,121.22280491729497
69.0,121.76628015604572
69.5,122.30455734395657
70.0,122.83768619761182
70.5,123.36571595808313
71.0,123.88869539547763
71.5,124.40667281344233
72.0,124.91969605362563
72.5,125.42781250009605
73.0,125.93106908371875
73.5,126.42951228649022
74.0,126.92318814583139
74.5,127.41214225883978
75.0,127.896419786501
75.5,128.37606545785988
76.0,128.8511235741517
76.5,129.3216380128941
77.0,129.7876522319396
77.5,130.24920927348936
78.0,130.70635176806894
78.5,131.1591219384654
79.0,131.60756160362735
79.5,132.05171218252735
80.0,132.49161469798733
80.5,132.92730978046768
81.0,133.35883767181988
81.5,133.78623822900332
82.0,134.2095509277664
82.5,134.62881486629283
83.0,135.04406876881254
83.5,135.4553509891782
84.0,135.86269951440798
84.5,136.2661519681935
85.0,136.6657456143751
85.5,137.0615173603834
86.0,137.45350376064783
86.5,137.841741019973
87.0,138.22626499688212
87.5,138.60711120692895
88.0,138.9843148259778
88.5,139.35791069345203
89.0,139.7279333155516
89.5,140.09441686843982
90.0,140.45739520139924
90.5,140.8169018399577
91.0,141.17296998898405
91.5,141.5256325357546
92.0,141.87492205298943
92.5,142.22087080186049
93.0,142.5635107349699
93.5,142.90287349930028
94.0,143.23899043913644
94.5,143.5718925989588
95.0,143.9016107263094
95.5,144.2281752746298
96.0,144.55161640607204
96.5,144.87196399428223
97.0,145.18924762715713
97.5,145.50349660957457
98.0,145.81473996609674
98.5,146.1230064436479
99.0,146.4283245141658
99.5,146.7307223772273
100.0,147.0302279626485
100.5,147.3268689330597
101.0,147.6206726864548
101.5,147.91166635871622
102.0,148.19987682611463
102.5,148.4853307077845
103.0,148.7680543681751
103.5,149.0480739194772
104.0,149.32541522402613
104.5,149.6001038966805
105.0,149.8721653071778
105.5,150.141624582466
106.0,150.40850660901236
106.5,150.67283603508855
107.0,150.9346372730332
107.5,151.1939345014913
108.0,151.45075166763127
108.5,151.705112489339
109.0,151.95704045738992
109.5,152.20655883759872
110.0,152.4536906729468
110.5,152.698458785688
111.0,152.94088577943245
111.5,153.1809940412086
112.0,153.41880574350395
112.5,153.65434284628424
113.0,153.88762709899143
113.5,154.1186800425205
114.0,154.34752301117553
114.5,154.57417713460455
115.0,154.7986633397141
115.5,155.02100235256287
116.0,155.24121470023542
116.5,155.45932071269507
117.0,155.67534052461733
117.5,155.88929407720278
118.0,156.1012011199706
118.5,156.31108121253246
119.0,156.5189537263466
119.5,156.72483784645314
120.0,156.92875257318997
120.5,157.1307167238898
121.0,157.33074893455873
121.5,157.5288676615363
122.0,157.72509118313778
122.5,157.91943760127907
123.0,158.11192484308629
123.5,158.30257066249305
124.0,158.4913926418337
124.5,158.67840819345065
125.0,158.86363456136013
125.5,159.04708882308043
126.0,159.2287878918715
126.5,159.40874851997873
127.0,159.58698730429472
127.5,159.76352069781058
128.0,159.93836503489973
128.5,160.1115365896172
129.0,160.28305171277108
129.5,160.4529271569003
130.0,160.62118084942085
130.5,160.78783373441408
131.0,160.95291416114648
131.5,161.1164683339336
132.0,161.27858514354452
132.5,161.43945486807863
133.0,161.5995062191501
133.5,161.75971681165203
134.0,161.9222665934772
134.5,162.09167541864323
135.0,162.27586073736316
135.5,162.48450375757815
136.0,162.72242970479795
136.5,162.98471507946766
137.0,163.26134894085644
137.5,163.54404897831873
138.0,163.82806889204005
138.5,164.11113247449396
139.0,164.39224018325135
139.5,164.67097672846967
140.0,164.94718083619213
140.5,165.22079925004854
141.0,165.49182415488445
141.5,165.76026669944937
142.0,166.02614585410367
142.5,166.2894837331596
143.0,166.5503036337463
143.5,166.80862921465828
144.0,167.0644841533212
144.5,167.3178920032277
145.0,167.5688761354138
145.5,167.81745971515733
146.0,168.06366569343186
146.5,168.30751680453614
147.0,168.54903556630546
147.5,168.78824428140524
148.0,169.02516503909578
148.5,169.25981971725312
149.0,169.49222998465356
149.5,169.72241730376038
150.0,169.95040293466928
150.5,170.17620794182167
151.0,170.399853207335
151.5,170.62135946014143
152.0,170.8407473428587
152.5,171.058037568689
153.0,171.27325129307727
153.5,171.4864109976199
154.0,171.69754259566164
154.5,171.90668045090837
155.0,172.11387933841584
155.5,172.31924293124138
156.0,172.52299151378756
156.5,172.725622178542
157.0,172.92828354027696
157.5,173.1336285893615
158.0,173.34763059525486
158.5,173.58284446348432
159.0,173.86184407437995
159.5,174.21374327631622
160.0,174.65563199991365
160.5,175.17567303343512
161.0,175.7443405381885
161.5,176.33574285344076
162.0,176.9346141345454
162.5,177.53352210486315
163.0,178.1291672480462
163.5,178.7201577312363
164.0,179.30593426993914
164.5,179.88629230986
165.0,180.4611767838235
165.5,181.03059518942356
166.0,181.5945809946767
166.5,182.1531782713771
167.0,182.7064352506255
167.5,183.25440162289968
168.0,183.79712740868757
168.5,184.33466248767232
169.0,184.86705640400928
169.5,185.39435828733315
170.0,185.91661682225984
170.5,186.43388023819634
171.0,186.94619630764197
171.5,187.45361234803133
172.0,187.95617522505208
172.5,188.45393135659094
173.0,188.94692671700105
173.5,189.4352068416755
174.0,189.91881683219003
174.5,190.39780136277068
175.0,190.872204689938
175.5,191.342070669769
176.0,191.80744279337685
176.5,192.26836426589554
177.0,192.72487818928371
177.5,193.17702799279996
178.0,193.62485845420127
178.5,194.06841812954295
179.0,194.50776514024946
179.5,194.9429809532498
180.0,195.37420314221714
180.5,195.8017029464128
181.0,196.22606700187683
181.5,196.64861271886298
182.0,197.07228197905638
182.5,197.50329076869065
183.0,197.95305165903218
183.5,198.43700470321482
184.0,198.96553757490148
184.5,199.53402846215818
185.0,200.12722549432144
185.5,200.73088077599587
186.0,201.33634837954074
186.5,201.93937119470425
187.0,202.5380602495701
187.5,203.13162987185476
188.0,203.71977766461163
188.5,204.30240735905866
189.0,204.87950948592334
189.5,205.45111078973298
190.0,206.01725292454537
190.5,206.57798350748465
191.0,207.1333523676264
191.5,207.68340997552355
192.0,208.22820678737352
192.5,208.767792972691
193.0,209.30221830274272
193.5,209.83153210634705
194.0,210.3557832538784
194.5,210.87502015305608
195.0,211.38929074963158
195.5,211.89864253008463
196.0,212.40312252511325
196.5,212.90277731340578
197.0,213.39765302547505
197.5,213.88779534745845
198.0,214.37324952483775
198.5,214.85406036605244
199.0,215.33027224598843
199.5,215.80192910932513
200.0,216.26907447372352
200.5,216.73175143283592
201.0,217.1900026591153
201.5,217.64387040639804
202.0,218.09339651223098
202.5,218.5386223999077
203.0,218.97958908017387
203.5,219.4163371525553
204.0,219.84890680625418
204.5,220.27733782055083
205.0,220.70166956463765
205.5,221.12194099680076
206.0,221.53819066285064
206.5,221.9504566936877
207.0,222.35877680187022
207.5,222.76318827703068
208.0,223.16372797996215
208.5,223.5604323351675
209.0,223.95333732163132
209.5,224.34247846153576
210.0,224.72789080659635
210.5,225.10960892164394
211.0,225.48766686501602
211.5,225.86209816525388
212.0,226.23293579351952
212.5,226.60021213105338
213.0,226.9639589308855
213.5,227.32420727288667
214.0,227.6809875111004
214.5,228.03432921212803
215.0,228.38426108314266
215.5,228.7308108878818
216.0,229.0740053487048
216.5,229.4138700324974
217.0,229.75042921785388
217.5,230.08370574055763
218.0,230.4137208139118
218.5,230.74049381992333
219.0,231.06404206671476
219.5,231.38438050680816
220.0,231.70152141008484
220.5,232.01547398425376
221.0,232.32624393454225
221.5,232.6338329530354
222.0,232.93823812660918
222.5,233.2394512507014
223.0,233.53745803421717
223.5,233.8322371786345
224.0,234.12375931183402
224.5,234.41198575428268
225.0,234.69686709192106
225.5,234.97834152640098
226.0,235.2563329691602
226.5,235.5307488411772
227.0,235.80147753510383
227.5,236.06838549082696
228.0,236.33131382938558
228.5,236.59007448362965
229.0,236.8444457571632
229.5,237.09416723614925
230.0,237.33893397174515
230.5,237.57838984467904
231.0,237.8121200183103
231.5,238.03964238313435
232.0,238.2603978949113
232.5,238.4737397112055
233.0,238.67892103740104
233.5,238.87508160167948
234.0,239.06123268208927
234.5,239.23624058555598
235.0,239.39880836329235
235.5,239.54745515133024
