time,temperature
0.0,25.0
0.5,25.000000000000284
1.0,25.000000000000977
1.5,25.00000000000264
2.0,25.000000000006658
2.5,25.000000000016353
3.0,25.000000000039762
3.5,25.000000000096275
4.0,25.00000000023272
4.5,25.00000000056216
5.0,25.000000001357574
5.5,25.000000003278046
6.0,25.000000007914917
6.5,25.000000019110356
7.0,25.00000004614106
7.5,25.000000111405086
8.0,25.00000026898126
8.5,25.000000649440302
9.0,25.000001568041057
9.5,25.00000378597902
10.0,25.00000914124364
10.5,25.000022072302066
11.0,25.000053299954732
11.5,25.000128734517688
12.0,25.00031108401308
12.5,25.000752621489692
13.0,25.001826044561298
13.5,25.004460239257018
14.0,25.01105840968683
14.5,25.02814914614209
15.0,25.072580228791107
15.5,25.178954466375874
16.0,25.411060818396237
16.5,25.864608315319618
17.0,26.617597917881152
17.5,27.65768880508681
18.0,28.892904544628486
18.5,30.228060505797227
19.0,31.603125950980736
19.5,32.98813641631592
20.0,34.36970065138634
20.5,35.7421515479533
21.0,37.10318123096835
21.5,38.45190102480601
22.0,39.788014330229636
22.5,41.111469937282436
23.0,42.422317731069974
23.5,43.72064881283993
24.0,45.006570685114504
24.5,46.28019697683097
25.0,47.54164319351665
25.5,48.79102496333353
26.0,50.028457316876995
26.5,51.25405439508467
27.0,52.46792933440099
27.5,53.67019422529836
28.0,54.860960101122664
28.5,56.0403369394407
29.0,57.208433668508576
29.5,58.36535817580454
30.0,59.51121731736082
30.5,60.64611692737099
31.0,61.770161827856526
31.5,62.88345583830343
32.0,63.98610178523265
32.5,65.07820151168964
33.0,66.15985588664768
33.5,67.23116481432301
34.0,68.29222724340173
34.5,69.34314117617863
35.0,70.38400367760892
35.5,71.41491088427328
36.0,72.4359580132573
36.5,73.44723937094591
37.0,74.44884836173374
37.5,75.44087749665222
38.0,76.42341840191412
38.5,77.3965618273763
39.0,78.36039765492167
39.5,79.31501490676082
40.0,80.26050175365442
40.5,81.19694552305681
41.0,82.12443270718177
41.5,83.04304897099121
42.0,83.95287916010737
42.5,84.85400730864936
43.0,85.7465166469947
43.5,86.6304896094668
44.0,87.5060078419487
44.5,88.37315220942409
45.0,89.23200280344624
45.5,90.08263894953541
46.0,90.92513921450556
46.5,91.759581413721
47.0,92.58604261828351
47.5,93.40459916215097
48.0,94.21532664918759
48.5,95.01829996014695
49.0,95.81359325958817
49.5,96.60128000272593
50.0,97.3814329422149
50.5,98.15412413486943
51.0,98.91942494831889
51.5,99.6774060675993
52.0,100.42813750168203
52.5,101.17168858993993
53.0,101.9081280085518
53.5,102.63752377684533
54.0,103.35994326357965
54.5,104.07545319316766
55.0,104.78411965183878
55.5,105.48600809374295
56.0,106.18118334699602
56.5,106.86970961966749
57.0,107.55165050571094
57.5,108.22706899083765
58.0,108.89602745833425
58.5,109.55858769482437
59.0,110.21481089597566
59.5,110.86475767215175
60.0,111.50848805401054
60.5,112.14606149804864
61.0,112.777536892093
61.5,113.40297256073988
62.0,114.02242627074196
62.5,114.63595523634363
63.0,115.24361612456562
63.5,115.8454650604388
64.0,116.44155763218804
64.5,117.0319488963665
65.0,117.61669338294075
65.5,118.19584510032732
66.0,118.76945754038103
66.5,119.33758368333565
67.0,119.90027600269727
67.5,120.45758647009082
68.0,121.00956656006042
68.5,121.5562672548236
69.0,122.09773904898015
69.5,122.63403195417594
70.0,123.16519550372213
70.5,123.69127875717017
71.0,124.21233030484305
71.5,124.72839827232322
72.0,125.23953032489759
72.5,125.74577367196004
73.0,126.24717507137173
73.5,126.74378083377981
74.0,127.23563682689478
74.5,127.7227884797269
75.0,128.2052807867822
75.5,128.68315831221818
76.0,129.1564651939599
76.5,129.6252451477767
77.0,130.0895414713198
77.5,130.54939704812145
78.0,131.00485435155568
78.5,131.45595544876124
79.0,131.90274200452703
79.5,132.34525528514035
80.0,132.7835361621983
80.5,133.21762511638266
81.0,133.64756224119895
81.5,134.07338724667943
82.0,134.49513946305063
82.5,134.9128578443661
83.0,135.32658097210415
83.5,135.73634705873135
84.0,136.14219395123163
84.5,136.544159134602
85.0,136.94227973531457
85.5,137.33659252474544
86.0,137.72713392257089
86.5,138.11394000013092
87.0,138.49704648376078
87.5,138.87648875809035
88.0,139.25230186931216
88.5,139.62452052841792
89.0,139.99317911440414
89.5,140.3583116774471
90.0,140.71995194204712
90.5,141.078133310143
91.0,141.43288886419646
91.5,141.78425137024692
92.0,142.132253280937
92.5,142.47692673850912
93.0,142.81830357777298
93.5,143.15641532904488
94.0,143.4912932210585
94.5,143.82296818384785
95.0,144.15147085160234
95.5,144.4768315654943
96.0,144.79908037647948
96.5,145.11824704807015
97.0,145.43436105908165
97.5,145.74745160635229
98.0,146.05754760743687
98.5,146.36467770327428
99.0,146.66887026082875
99.5,146.97015337570605
100.0,147.2685548747435
100.5,147.5641023185754
101.0,147.85682300417284
101.5,148.14674396735893
102.0,148.43389198529934
102.5,148.71829357896814
103.0,148.99997501558977
103.5,149.2789623110563
104.0,149.55528123232133
104.5,149.8289572997698
105.0,150.10001578956425
105.5,150.3684817359677
106.0,150.63437993364332
106.5,150.89773493993093
107.0,151.15857107710048
107.5,151.416912434583
108.0,151.67278287117867
108.5,151.9262060172426
109.0,152.1772052768481
109.5,152.42580382992782
110.0,152.672024634393
110.5,152.91589042823077
111.0,153.15742373157929
111.5,153.39664684878196
112.0,153.63358187041965
112.5,153.86825067532178
113.0,154.10067493255616
113.5,154.33087610339774
114.0,154.55887544327655
114.5,154.7846940037048
115.0,155.00835263418327
115.5,155.22987198408742
116.0,155.44927250453296
116.5,155.66657445022122
117.0,155.88179788126484
117.5,156.09496266499303
118.0,156.3060884777377
118.5,156.51519480659948
119.0,156.72230095119494
119.5,156.92742602538425
120.0,157.13058895898035
120.5,157.33180849943952
121.0,157.53110321353455
121.5,157.7284914890123
122.0,157.92399153623975
122.5,158.11762138984827
123.0,158.30939891039952
123.5,158.4993417861289
124.0,158.687467534901
124.5,158.87379350670273
125.0,159.0583368874573
125.5,159.24111470605393
126.0,159.42214384916352
126.5,159.60144109487794
127.0,159.77902319182223
127.5,159.95490704807838
128.0,160.1291101852481
128.5,160.30165183255096
129.0,160.47255556532465
129.5,160.64185566664722
130.0,160.80961244407519
130.5,160.9759489681161
131.0,161.14113837512528
131.5,161.30580666853777
132.0,161.47137823428704
132.5,161.64092498735297
133.0,161.82023214690483
133.5,162.01739670581807
134.0,162.23819645882776
134.5,162.48052278410344
135.0,162.73640010963467
135.5,162.99827362637922
136.0,163.26157254366365
136.5,163.52406618814297
137.0,163.78477425314387
137.5,164.04329179750982
138.0,164.2994627196548
138.5,164.553235738665
139.0,164.80460318459362
139.5,165.05357537616135
140.0,165.3001699629163
140.5,165.54440750416686
141.0,165.7863096377071
141.5,166.02589832230643
142.0,166.26319552511035
142.5,166.49822309333385
143.0,166.7310027022781
143.5,166.9615558349473
144.0,167.1899037747429
144.5,167.4160676035645
145.0,167.64006820214493
145.5,167.8619262513146
146.0,168.08166223367746
146.5,168.29929643553896
147.0,168.51484894915194
147.5,168.72833967562636
148.0,168.93978832941508
148.5,169.149214446611
149.0,169.35663740246468
149.5,169.56207645118803
150.0,169.7655508195929
150.5,169.9670799307375
151.0,170.16668394149016
151.5,170.36438503800858
152.0,170.56021056088156
152.5,170.75420054601332
153.0,170.94642591577036
153.5,171.13703231798127
154.0,171.32634550115606
154.5,171.51512300861327
155.0,171.70514621029238
155.5,171.9005616979291
156.0,172.1106501941651
156.5,172.35427985683128
157.0,172.66244975604232
157.5,173.0674108046851
158.0,173.57631484639955
158.5,174.1631363588461
159.0,174.79253384150564
159.5,175.4394584597838
160.0,176.09069753217972
160.5,176.74019781101677
161.0,177.38537058507728
161.5,178.02515754226795
162.0,178.65915112308227
162.5,179.2872159793983
163.0,179.90932970172608
163.5,180.52551642381815
164.0,181.13581925211113
164.5,181.74028883697892
165.0,182.33897864006948
165.5,182.93194297677877
166.0,183.5192362083998
166.5,184.10091241046308
167.0,184.6770252382848
167.5,185.24762787416773
168.0,185.81277300839338
168.5,186.37251283418465
169.0,186.92689904843158
169.5,187.47598285478722
170.0,188.019814967743
170.5,188.55844561714238
171.0,189.09192455299188
171.5,189.6203010507131
172.0,190.14362391738007
172.5,190.6619415003408
173.0,191.1753017016324
173.5,191.68375200643624
174.0,192.1873395454878
174.5,192.68611123952593
175.0,193.18011414186924
175.5,193.66939625935746
176.0,194.15400852798552
176.5,194.6340095744944
177.0,195.10947719267907
177.5,195.58053596301295
178.0,196.0474234489911
178.5,196.51064722768388
179.0,196.97134815798088
179.5,197.4320903249649
180.0,197.89832682182595
180.5,198.38007330357604
181.0,198.8906514614472
181.5,199.43835446186964
182.0,200.01821324934392
182.5,200.61683850056681
183.0,201.2224183306962
183.5,201.82804753844363
184.0,202.43041834423457
184.5,203.02809815017272
185.0,203.62050842640468
185.5,204.20743835894493
186.0,204.78883165154224
186.5,205.36469614163914
187.0,205.93506600574904
187.5,206.49998604613194
188.0,207.05950517476657
188.5,207.6136737154895
189.0,208.16254228901937
189.5,208.7061613538006
190.0,209.2445810184803
190.5,209.77785096685932
191.0,210.30602042939063
191.5,210.8291381739159
192.0,211.34725250432797
192.5,211.86041126247085
193.0,212.3686618313328
193.5,212.87205113872338
194.0,213.37062566109535
194.5,213.86443142736616
195.0,214.353514022673
195.5,214.83791859202768
196.0,215.31768984384928
196.5,215.79287205335686
197.0,216.26350906580382
197.5,216.72964429953439
198.0,217.1913207488395
198.5,217.64858098658604
199.0,218.10146716658943
199.5,218.55002102569372
200.0,218.99428388551922
200.5,219.43429665382868
201.0,219.8700998254578
201.5,220.3017334827445
202.0,220.7292372953824
202.5,221.152650519611
203.0,221.57201199664064
203.5,221.98736015019443
204.0,222.39873298302948
204.5,222.80616807227744
205.0,223.20970256341894
205.5,223.60937316267524
206.0,224.0052161275663
206.5,224.397267255343
207.0,224.78556186895406
207.5,225.17013480015268
208.0,225.55102036928452
208.5,225.92825236122326
209.0,226.3018639968343
209.5,226.67188789924575
210.0,227.03835605408966
210.5,227.40129976274073
211.0,227.76074958742115
211.5,228.11673528685853
212.0,228.4692857409702
212.5,228.81842886280054
213.0,229.1641914956515
213.5,229.5065992930145
214.0,229.84567657852438
214.5,230.18144618271072
215.0,230.5139292528012
215.5,230.84314503123147
216.0,231.16911059781887
216.5,231.49184056975128
217.0,231.8113467526099
217.5,232.12763773456595
218.0,232.44071841464702
218.5,232.75058945453202
219.0,233.05724664167965
219.5,233.36068014969263
220.0,233.6608736796342
220.5,233.95780346351216
221.0,234.25143710828436
221.5,234.54173225548251
222.0,234.82863502785347
222.5,235.11207823023832
223.0,235.39197926721494
223.5,235.66823773478544
224.0,235.9407326375849
224.5,236.2093191767226
225.0,236.47382504648047
225.5,236.73404617076875
226.0,236.98974180262167
226.5,237.2406289023432
227.0,237.48637570253874
227.5,237.7265943616938
228.0,237.96083260286807
228.5,238.18856423133204
229.0,238.40917842558616
229.5,238.62196770107278
230.0,238.82611445511048
230.5,239.02067601241856
231.0,239.20456809190256
231.5,239.3765465716199
232.0,239.53518723368816
232.5,239.67886250940907
233.0,239.80571219451363
233.5,239.9135991641415
234.0,240.00002705573522
234.5,240.06199733927008
235.0,240.09616170243095
235.5,240.1019130299423
